user_id,item_id,rating,user_idx,item_idx
136554467,Dota 2,10.0,45,52
9823354,The Witcher 2 Assassins of Kings Enhanced Edition,6.0,67,193
80363319,Reign Of Kings,2.0,2040,355
112199961,Rayman Legends,4.0,3574,271
283872900,Counter-Strike Global Offensive,10.0,1807,54
90037349,RAGE,10.0,1907,594
46957399,Napoleon Total War,10.0,3305,150
11970504,Counter-Strike Source,1.0,3500,49
297279953,Trove,10.0,392,408
118274084,Counter-Strike,10.0,3120,71
163432200,DARK SOULS II Scholar of the First Sin,7.0,4299,410
207424334,Rocket League,4.0,2938,13
73726855,Dota 2,10.0,4760,52
66530362,Darkest Dungeon,10.0,2303,752
106980036,Counter-Strike Global Offensive,10.0,2018,54
20704366,Portal,1.0,2820,87
212466515,Trove,1.0,669,408
40212239,Homeworld Remastered Collection,2.0,3321,591
127461743,Just Cause 2,3.0,912,19
186642906,Fallout New Vegas,2.0,1000,203
29239329,The Elder Scrolls V Skyrim,10.0,1242,0
216088282,Counter-Strike Nexon Zombies,3.0,1959,104
67083031,The Binding of Isaac Rebirth,1.0,876,263
4812175,Counter-Strike,10.0,3084,71
1129452,Day of Defeat,10.0,2257,556
36502549,Borderlands,3.0,2429,184
247313879,Batman Arkham City GOTY,10.0,3502,27
47384303,Fallout New Vegas,7.0,4645,203
132917640,Counter-Strike Global Offensive,10.0,1449,54
50769696,Sid Meier's Civilization V,1.0,1307,120
33622085,Killing Floor,1.0,2107,299
68316900,Grand Theft Auto III,1.0,309,403
154687199,Clicker Heroes,9.0,3142,371
216025815,Borderlands,3.0,406,184
62811725,"Warhammer 40,000 Dawn of War II",10.0,1831,177
142799594,Clicker Heroes,2.0,1530,371
156675178,BattleBlock Theater,1.0,2044,372
77127388,Borderlands,1.0,3328,184
187463594,NBA 2K15,9.0,3467,791
68325099,Counter-Strike Condition Zero,1.0,2370,70
9128105,Prison Architect,3.0,720,154
39322716,Half-Life 2,5.0,2845,37
85366890,Team Fortress 2,2.0,630,51
212466515,PAYDAY 2,1.0,669,109
101690993,Tropico 4,2.0,558,28
84659295,Sid Meier's Civilization V,10.0,2454,120
144854157,The Elder Scrolls V Skyrim,10.0,4154,0
130051338,Dota 2,10.0,2521,52
55498890,Call of Duty Modern Warfare 2 - Multiplayer,10.0,2181,46
93300963,Dota 2,10.0,4438,52
17530772,Divinity Original Sin,2.0,2609,360
69009454,Medieval II Total War,1.0,595,194
117531196,Assassin's Creed IV Black Flag,5.0,255,358
127850470,Euro Truck Simulator 2,1.0,642,258
137158399,Dota 2,10.0,2284,52
90956570,Team Fortress 2,10.0,1106,51
197949629,Team Fortress 2,9.0,1145,51
166880158,The Elder Scrolls V Skyrim,10.0,4287,0
226212066,Unturned,2.0,14,74
122026623,Sleeping Dogs,2.0,977,33
113580708,Super Meat Boy,2.0,2980,65
101596530,Portal,1.0,3253,87
12860805,Call of Duty Modern Warfare 3,2.0,2302,159
156748261,Euro Truck Simulator 2,3.0,2909,258
121497634,Far Cry 3,1.0,2293,11
101212067,RollerCoaster Tycoon Deluxe,1.0,2918,524
51557405,The Witcher 2 Assassins of Kings Enhanced Edition,2.0,2178,193
80550861,DayZ,1.0,2246,36
170485590,Call of Duty Modern Warfare 3 - Multiplayer,4.0,1910,134
104038561,Serious Sam HD The Second Encounter,10.0,3799,278
151600301,Blacklight Retribution,1.0,4759,404
9823354,Anno 2070,1.0,67,202
137949393,Team Fortress 2,10.0,2338,51
54103616,Counter-Strike Global Offensive,10.0,20,54
99374297,Dota 2,10.0,2983,52
197949629,Counter-Strike Global Offensive,2.0,1145,54
30519870,Counter-Strike Source,6.0,3595,49
22301321,The Elder Scrolls V Skyrim,4.0,1964,0
42935819,Football Manager 2014,10.0,2132,252
199779448,Dota 2,10.0,3683,52
150326378,War Thunder,4.0,3973,144
125353580,Tomb Raider,10.0,3600,53
306547522,Strife,2.0,4496,418
158121917,Dota 2,10.0,2735,52
100719181,Total War SHOGUN 2,1.0,3584,192
143643478,Don't Starve Together Beta,8.0,1834,398
159688146,Team Fortress 2,10.0,4284,51
58411748,Call of Duty Modern Warfare 3 - Multiplayer,10.0,2527,134
65729155,Counter-Strike,10.0,4749,71
163281091,Team Fortress 2,2.0,2282,51
188949150,Garry's Mod,10.0,2738,68
155718820,Stronghold Legends,2.0,1469,831
40652120,Left 4 Dead 2,1.0,4523,6
101687527,Counter-Strike Global Offensive,10.0,1506,54
166669789,Bloons TD5,2.0,4527,864
131973876,AdVenture Capitalist,10.0,273,166
61099969,Left 4 Dead 2,10.0,1147,6
95181268,Clicker Heroes,6.0,2636,371
117022366,Assassin's Creed Revelations,1.0,4139,544
170068207,Two Worlds Epic Edition,8.0,3222,422
154296520,Dragon Nest Europe,9.0,4356,438
24469287,Homeworld Remastered Collection,1.0,654,591
78309377,Call of Duty Modern Warfare 2 - Multiplayer,1.0,3897,46
92484390,Endless Legend,7.0,3453,200
65754991,Mafia II,1.0,2881,57
86779877,Runestone Keeper,10.0,2884,1088
105274697,Football Manager 2013,3.0,2156,251
43607599,Football Manager 2012,7.0,4104,228
48334326,Half-Life 2,10.0,3713,37
138115430,Counter-Strike Global Offensive,10.0,1006,54
80189887,Call of Duty World at War,2.0,1524,461
51557405,Mass Effect 2,4.0,2178,196
77565315,Command and Conquer Red Alert 3,2.0,4371,501
159595237,Warframe,10.0,2080,250
46759859,Counter-Strike Condition Zero,10.0,43,70
60343142,Counter-Strike Condition Zero,10.0,921,70
9128105,Dragon Age II,7.0,720,621
73564778,Call of Duty Black Ops,6.0,2551,135
87341384,Saints Row IV,2.0,780,35
48118779,Half-Life 2 Episode One,1.0,1211,281
88344296,Warface,2.0,718,267
59756932,Mafia II,3.0,1976,57
120164786,Football Manager 2013,4.0,2560,251
64023574,L.A. Noire,3.0,2904,400
126269125,Battlefield Bad Company 2,1.0,765,107
80550861,Dark Souls Prepare to Die Edition,1.0,2246,295
132300630,PAYDAY 2,3.0,3555,109
154230933,PAYDAY 2,6.0,4415,109
47384303,Magic Duels,1.0,4645,474
78341587,Saints Row The Third,2.0,365,10
32125590,Company of Heroes 2,6.0,766,137
190386837,Unturned,10.0,3342,74
78560022,Amnesia The Dark Descent,1.0,1370,317
30115594,Counter-Strike Condition Zero,3.0,530,70
69954842,Sid Meier's Civilization V,4.0,4086,120
43908860,Call of Duty Black Ops,1.0,172,135
209623250,Sid Meier's Civilization V,4.0,4489,120
99255590,Counter-Strike,6.0,1698,71
251634185,Requiem,10.0,3156,1136
93578126,Dota 2,10.0,573,52
60706503,Call of Duty Advanced Warfare,3.0,2649,414
183983684,Team Fortress 2,10.0,3154,51
81943620,Assassin's Creed Revelations,6.0,4706,544
14465359,Team Fortress 2,5.0,3844,51
50553129,Football Manager 2010,10.0,1546,329
41719717,Counter-Strike Global Offensive,1.0,3436,54
146999982,Garry's Mod,10.0,364,68
167202599,HAWKEN,9.0,295,382
231026651,Counter-Strike Global Offensive,10.0,3030,54
141721383,Robocraft,2.0,1944,129
112626210,Magicka,3.0,3347,383
39758678,Call of Duty Modern Warfare 2 - Multiplayer,2.0,422,46
153956921,Trove,1.0,3356,408
5250,Deus Ex Human Revolution,4.0,1509,23
55755821,Fallout 4,1.0,3368,1
65754991,Mortal Kombat X,5.0,2881,516
213114902,Unturned,7.0,3633,74
156733822,Garry's Mod,10.0,2933,68
33706322,Dark Souls Prepare to Die Edition,10.0,1297,295
42005897,Total War SHOGUN 2,2.0,210,192
66255019,Dragon Age Origins - Ultimate Edition,1.0,1385,201
47163562,Football Manager 2011,1.0,2085,230
58768356,Orcs Must Die! 2,2.0,343,430
46178364,Counter-Strike Source,10.0,2239,49
197652539,The Elder Scrolls V Skyrim,5.0,3146,0
92103372,Dota 2,10.0,3185,52
156818121,Left 4 Dead 2,2.0,3260,6
101602586,Borderlands 2,2.0,887,127
104707698,Dead Island,10.0,777,130
142011717,Counter-Strike Condition Zero,10.0,2559,70
77980915,Counter-Strike Global Offensive,2.0,4165,54
287824954,Team Fortress 2,10.0,4535,51
130057540,Counter-Strike Global Offensive,2.0,3845,54
276057148,BLOCKADE 3D,8.0,1933,535
106235885,Nether,10.0,366,451
57810800,Saints Row 2,8.0,1865,458
132014951,Robocraft,1.0,1697,129
113557935,King's Bounty Warriors of the North,10.0,2059,385
172135798,Company of Heroes (New Steam Version),10.0,2019,437
277408896,Dota 2,10.0,4424,52
90272527,Dying Light,3.0,2546,18
40289887,Half-Life 2,10.0,2369,37
156818121,Star Wars - Battlefront II,2.0,3260,463
157275758,Sid Meier's Civilization V,2.0,3309,120
58431944,Port Royale 3,5.0,2902,695
36404933,Grand Theft Auto IV,2.0,4617,374
166604341,Clicker Heroes,7.0,3371,371
202738708,Call of Duty Advanced Warfare,1.0,2124,414
241357186,The Sims(TM) 3,10.0,2763,100
62481936,Fallout 4,10.0,2190,1
14126086,SimCity 4 Deluxe,1.0,3263,617
77830706,Worms Reloaded,1.0,568,339
216217925,Strife,10.0,3031,418
10162301,Counter-Strike Global Offensive,8.0,4529,54
33865373,Portal 2,1.0,1722,22
184594362,Counter-Strike Global Offensive,10.0,1541,54
12610800,Total War SHOGUN 2,4.0,347,192
17995238,Team Fortress 2,10.0,1771,51
117531196,Deus Ex Human Revolution - Director's Cut,1.0,255,26
91828380,Call of Duty Modern Warfare 3 - Multiplayer,10.0,942,134
100070732,Wargame European Escalation,5.0,2211,147
224070533,Tom Clancy's Ghost Recon Phantoms - NA,3.0,3545,204
88580612,Call of Duty Black Ops,10.0,3428,135
80550861,Arma 3,6.0,2246,142
243664576,Starbound,2.0,651,118
74772820,Eschalon Book 2,4.0,4256,1298
63441290,Assassin's Creed III,1.0,3846,172
163237086,Garry's Mod,10.0,509,68
131348564,Port Royale 2,2.0,2804,1081
173453295,RIFT,2.0,1898,433
198346312,Sid Meier's Civilization V,3.0,106,120
172877288,Team Fortress 2,10.0,2394,51
64657716,Call of Duty Modern Warfare 2 - Multiplayer,10.0,746,46
11978743,Call of Duty Black Ops,1.0,1161,135
118859786,Counter-Strike Global Offensive,10.0,550,54
9128105,Anno 2070,1.0,720,202
262474788,Neverwinter,8.0,553,232
27944300,Alien Swarm,5.0,4145,460
262326400,Unturned,10.0,3432,74
69954842,Might & Magic Clash of Heroes,2.0,4086,838
44370809,Mafia II,2.0,4199,57
137455836,Magic 2014 ,10.0,2236,429
204493190,Toribash,9.0,1368,333
54990424,Call of Duty Modern Warfare 2 - Multiplayer,10.0,4118,46
75232211,Grand Theft Auto San Andreas,2.0,1053,312
238169854,Counter-Strike Global Offensive,10.0,3011,54
62486194,Empire Total War,10.0,3180,106
159524722,Dota 2,10.0,1266,52
50700418,Tom Clancy's Splinter Cell Blacklist,2.0,3642,757
57234698,Dota 2,10.0,47,52
86733992,Don't Starve Together Beta,2.0,590,398
131023125,Ragnarok Online 2,3.0,1338,787
34901647,METAL GEAR RISING REVENGEANCE,1.0,4748,526
101000574,AdVenture Capitalist,7.0,1854,166
13190476,The Elder Scrolls V Skyrim,2.0,3413,0
39622853,Vampire The Masquerade - Bloodlines,2.0,666,545
105503045,Kerbal Space Program,3.0,4169,239
100096071,Tom Clancy's Ghost Recon Phantoms - EU,2.0,4147,260
95325409,The Elder Scrolls V Skyrim,1.0,1020,0
142750305,DayZ,2.0,4292,36
192234242,Warframe,10.0,3493,250
162288536,Reign Of Kings,2.0,4509,355
271938268,SMITE,4.0,2052,101
21061921,Age of Wonders III,1.0,1353,592
170201716,Dragon Nest Europe,2.0,3597,438
71335402,Counter-Strike Global Offensive,8.0,4557,54
24366790,Empire Total War,3.0,400,106
281082462,Dota 2,10.0,4485,52
116564064,Rogue Legacy,3.0,4744,527
80351692,Saints Row The Third,2.0,1924,10
137610845,Fallout 4,4.0,3430,1
65229865,The Elder Scrolls V Skyrim,2.0,159,0
36502549,Torchlight II,3.0,2429,116
66650717,ARK Survival Evolved,8.0,1780,50
10218563,Dungeon Defenders,4.0,3579,105
53875128,Grand Theft Auto V,10.0,2,4
203838394,Unturned,10.0,3688,74
218938553,Spiral Knights,2.0,1213,227
116325720,Portal 2,1.0,719,22
91859894,Saints Row IV,1.0,1855,35
105243827,Arma 3,4.0,3707,142
200673341,Dota 2,2.0,4168,52
156426681,Grand Theft Auto Episodes from Liberty City,5.0,4374,564
158429732,AdVenture Capitalist,2.0,4690,166
80189887,Counter-Strike Global Offensive,4.0,1524,54
31669242,Fallout New Vegas,1.0,4352,203
93341815,Borderlands 2,10.0,2661,127
69942754,Mafia II,10.0,3624,57
172666220,Team Fortress 2,10.0,350,51
80128229,Dark Souls Prepare to Die Edition,8.0,1443,295
115472935,Dota 2,10.0,2612,52
168152540,Sid Meier's Civilization V,10.0,2054,120
61772065,Call of Duty Modern Warfare 2 - Multiplayer,10.0,3462,46
101395260,Clicker Heroes,10.0,708,371
35177894,"Warhammer 40,000 Space Marine",4.0,2519,216
146016192,Counter-Strike Source,4.0,1102,49
163432200,War Thunder,7.0,4299,144
223324734,Counter-Strike Global Offensive,2.0,520,54
6717871,RAGE,2.0,1153,594
170201716,PAYDAY 2,2.0,3597,109
39758678,Call of Duty Modern Warfare 2,6.0,422,47
197190654,Grand Theft Auto V,2.0,2993,4
20366600,Left 4 Dead 2,1.0,1896,6
62633395,Deus Ex Human Revolution,1.0,1418,23
181321171,Dota 2,10.0,164,52
29852387,Assassin's Creed II,2.0,1955,14
116482142,Deus Ex Human Revolution,10.0,4179,23
168732483,Unturned,6.0,3422,74
49063269,Chivalry Medieval Warfare,1.0,1591,237
21138994,Half-Life 2,10.0,357,37
174170835,Dota 2,10.0,2472,52
71082079,Sid Meier's Civilization IV,10.0,118,259
106333903,Don't Starve Together Beta,2.0,2874,398
186903958,Counter-Strike Global Offensive,2.0,4372,54
78551564,Empire Total War,10.0,3448,106
20200395,The Elder Scrolls V Skyrim,4.0,154,0
73495968,Just Cause 2,2.0,3902,19
135400225,Space Engineers,5.0,4763,242
96588736,Don't Starve Together Beta,2.0,1741,398
215748805,Dota 2,10.0,165,52
11952990,PAYDAY 2,1.0,3724,109
164097534,Unturned,2.0,4164,74
145512685,APB Reloaded,2.0,3089,324
272981192,Counter-Strike Global Offensive,10.0,2290,54
58345543,"Warhammer 40,000 Dawn of War II",2.0,4278,177
191747590,PlanetSide 2,10.0,441,151
79073449,Batman Arkham City,2.0,2452,123
128240584,Team Fortress 2,10.0,497,51
220602833,DayZ,10.0,1839,36
115487966,Team Fortress 2,2.0,2875,51
58345543,Far Cry 3,2.0,4278,11
260118401,LEGO Worlds,10.0,114,254
196609297,Team Fortress 2,3.0,3451,51
30246419,Creativerse,1.0,2234,577
147859903,Portal 2,2.0,378,22
65958466,STAR WARS Knights of the Old Republic II The Sith Lords,2.0,162,300
94708312,Killing Floor,3.0,3671,299
80988171,Portal 2,3.0,3058,22
185258131,Far Cry 3,1.0,2410,11
135698781,Magic Duels,5.0,4730,474
219361406,Counter-Strike Global Offensive,10.0,783,54
187999074,Unturned,10.0,4210,74
90541290,Counter-Strike Source,10.0,379,49
137588230,Terraria,4.0,3768,98
117097969,Call of Duty World at War,10.0,3999,461
60744461,Fallout New Vegas,10.0,3638,203
82203951,DayZ,6.0,2831,36
188988198,Unturned,10.0,2283,74
51822361,Orcs Must Die!,1.0,3985,681
42380987,Football Manager 2015,10.0,4381,229
83625754,Dragon's Prophet (EU),3.0,3206,1143
95132622,Trine,10.0,2332,1013
148362155,Rust,2.0,4038,157
85426082,HAWKEN,2.0,4533,382
26729643,"Warhammer 40,000 Dawn of War II - Chaos Rising",1.0,1112,189
16081636,Counter-Strike Source,2.0,1195,49
258482885,Trove,10.0,1491,408
306042038,Unturned,9.0,4217,74
123101539,Borderlands 2,1.0,1342,127
58345543,Counter-Strike Global Offensive,4.0,4278,54
210170887,Rocket League,1.0,3433,13
155718820,Counter-Strike Global Offensive,3.0,1469,54
57234698,Titan Quest Immortal Throne,2.0,47,132
177625788,Garry's Mod,10.0,4099,68
101690993,Prison Architect,3.0,558,154
293269191,Counter-Strike Global Offensive,10.0,221,54
240551525,Trove,1.0,2496,408
45592640,Silent Hunter Wolves of the Pacific,5.0,3122,1127
159077305,Assassin's Creed III,1.0,2856,172
77980915,Rust,5.0,4165,157
206588234,DARK SOULS II,10.0,4481,222
160620803,Alice Madness Returns,10.0,1246,475
123671395,Dota 2,10.0,2039,52
46785501,The Elder Scrolls V Skyrim,10.0,2426,0
65398650,Terraria,1.0,1422,98
97818502,The Elder Scrolls V Skyrim,7.0,2671,0
65958466,Dark Souls Prepare to Die Edition,2.0,162,295
283815388,Trove,10.0,2433,408
193196975,Mitos.is The Game,1.0,2829,256
260376156,Don't Starve,3.0,3042,122
201367497,Sunrider Mask of Arcadius,10.0,1915,928
42005897,Empire Total War,2.0,210,106
135865220,Sid Meier's Civilization V,3.0,2281,120
127072755,DayZ,3.0,3390,36
53621752,Counter-Strike Source,6.0,3281,49
16645459,Broken Age,2.0,3535,76
107476377,Sid Meier's Civilization IV Beyond the Sword,10.0,3239,409
68316900,Deus Ex Human Revolution,4.0,309,23
23225650,Marvel Heroes 2015,10.0,2029,185
58217836,Terraria,2.0,729,98
259708463,Unturned,10.0,4430,74
59790700,Call of Duty Modern Warfare 2,1.0,759,47
82385352,Star Wars Jedi Knight Dark Forces II,2.0,2947,1101
153076975,Metro 2033,2.0,4522,304
97818502,Age of Empires II HD Edition,4.0,2671,44
49050405,Grand Theft Auto IV,1.0,4396,374
14702137,Left 4 Dead 2,1.0,4475,6
62705916,Making History The Calm & The Storm,1.0,2443,1027
51822361,Divinity Original Sin,3.0,3985,360
236042442,Elsword,2.0,3894,440
28113724,Day of Defeat,3.0,2846,556
247313879,Counter-Strike Global Offensive,6.0,3502,54
286926470,Pillars of Eternity,10.0,3575,470
93030550,Total War SHOGUN 2,1.0,4634,192
9180659,Natural Selection 2,3.0,825,651
132300630,NBA 2K15,3.0,3555,791
67244867,Borderlands 2,10.0,2766,127
77279068,Borderlands 2,3.0,430,127
81556495,Far Cry 3,2.0,788,11
167167647,APB Reloaded,2.0,2256,324
129114153,Counter-Strike Global Offensive,8.0,3541,54
15564408,Counter-Strike Source,6.0,4474,49
86466985,Europa Universalis IV,5.0,1331,219
20772968,GRID,10.0,4642,297
49462664,Saints Row The Third,1.0,1642,10
82174211,Terraria,2.0,380,98
86469479,DYNASTY WARRIORS 8 Xtreme Legends Complete Edition,6.0,1747,636
91871147,Metro 2033,2.0,2506,304
68049243,Dark Souls Prepare to Die Edition,8.0,385,295
50095094,Pillars of Eternity,4.0,3819,470
116494569,Arma 2 Operation Arrowhead,1.0,1094,146
33518079,System Protocol One,1.0,3525,1214
74772820,XCOM Enemy Unknown,1.0,4256,138
103624897,Team Fortress 2,1.0,3455,51
133228469,Castlevania Lords of Shadow 2,3.0,2837,293
206183065,The Expendabros,2.0,1613,538
123696203,Counter-Strike Global Offensive,10.0,4563,54
28229872,Counter-Strike Condition Zero Deleted Scenes,2.0,2869,539
40289887,Counter-Strike Source,2.0,2369,49
81170946,The Elder Scrolls V Skyrim,9.0,3914,0
136495026,Dishonored,2.0,397,466
65420540,Counter-Strike Global Offensive,10.0,554,54
95084569,PAYDAY The Heist,3.0,3234,112
58931437,Plants vs. Zombies Game of the Year,10.0,4282,294
167333229,A.V.A - Alliance of Valiant Arms,3.0,2534,257
169929928,Rising Storm/Red Orchestra 2 Multiplayer,7.0,4305,148
165608075,Homefront,4.0,4503,417
150397316,Toribash,10.0,758,333
33622085,Kerbal Space Program,3.0,2107,239
65117175,The Stanley Parable,1.0,16,91
62078957,Clicker Heroes,10.0,2589,371
26762388,Tropico 4,2.0,4001,28
30246419,Call of Juarez Gunslinger,2.0,2234,221
40212239,Deus Ex Human Revolution - Director's Cut,2.0,3321,26
155919035,AdVenture Capitalist,2.0,3257,166
88883891,The Binding of Isaac,10.0,1660,290
116564064,HuniePop,2.0,4744,520
219551734,Terraria,10.0,4391,98
74126541,Team Fortress 2,8.0,2872,51
11414203,Half-Life 2,10.0,4413,37
164695293,Toribash,5.0,3754,333
293303005,Dungeonland,7.0,918,678
52321307,Mount & Blade,1.0,1119,714
101878879,Sid Meier's Civilization IV Beyond the Sword,9.0,3722,409
206346171,PlanetSide 2,1.0,2512,151
245704809,Team Fortress 2,6.0,4343,51
186642906,Surgeon Simulator,2.0,1000,702
91020997,Aliens vs. Predator,10.0,2473,190
170215786,War Thunder,10.0,1067,144
90272527,The Elder Scrolls V Skyrim,10.0,2546,0
127311699,DARK SOULS II,8.0,1963,222
161991221,The Elder Scrolls V Skyrim,3.0,2219,0
216025815,Batman Arkham Asylum GOTY Edition,1.0,406,45
64514291,Robocraft,1.0,3785,129
70686116,Dota 2,10.0,2149,52
252363833,Garry's Mod,10.0,4114,68
75232211,The Elder Scrolls IV Oblivion ,2.0,1053,97
83671083,Total War SHOGUN 2,2.0,950,192
107554143,Left 4 Dead 2,3.0,4072,6
87734805,PAYDAY The Heist,1.0,542,112
76296787,Portal 2,4.0,1779,22
203831787,Unturned,9.0,3431,74
77214425,Borderlands 2,3.0,4193,127
65350586,Lost Planet 3,2.0,3750,494
86469479,FTL Faster Than Light,3.0,1747,42
27403206,Fallout 4,2.0,2102,1
90532259,Football Manager 2013,10.0,2049,251
147143958,Dota 2,10.0,1799,52
91900241,Counter-Strike Condition Zero,6.0,1703,70
75232211,Star Trek Online,1.0,1053,320
164097534,No More Room in Hell,3.0,4164,102
194872360,Dota 2,10.0,4658,52
251732117,Star Conflict,10.0,3145,479
38465050,The LEGO Movie - Videogame,3.0,2174,823
209006754,DOOM II Hell on Earth,9.0,1362,800
64973908,Borderlands,3.0,1519,184
190070011,Unturned,10.0,4262,74
36557643,Dota 2,5.0,2897,52
151256632,Tomb Raider,2.0,3280,53
85759872,Neverwinter,6.0,453,232
92025878,Supreme Commander Forged Alliance,2.0,994,288
104120883,Brawlhalla,1.0,1568,314
82385352,Star Wars - Battlefront II,3.0,2947,463
168244631,Unturned,1.0,4453,74
255007865,Unturned,10.0,3304,74
109175936,PAYDAY 2,4.0,2556,109
160461131,Defiance,2.0,2941,537
65716118,Call of Duty Black Ops - Multiplayer,2.0,94,48
86466985,Total War ROME II - Emperor Edition,2.0,1331,111
199659716,Garry's Mod,10.0,4604,68
73564778,Deus Ex Human Revolution,10.0,2551,23
62990992,XCOM Enemy Unknown,2.0,2834,138
175447188,Craft The World,2.0,1950,488
95747088,Call of Duty Modern Warfare 2,10.0,1335,47
254458836,Team Fortress 2,10.0,2409,51
105503045,Torchlight II,1.0,4169,116
275699008,Counter-Strike Global Offensive,10.0,1884,54
74764496,Project CARS,3.0,4479,376
65754991,Saints Row IV,4.0,2881,35
116617462,Call of Duty Modern Warfare 2 - Multiplayer,10.0,670,46
4595423,Alien Swarm,2.0,1736,460
264198760,H1Z1 Test Server,3.0,4335,1111
9065641,Counter-Strike,10.0,4294,71
49228258,Counter-Strike Global Offensive,9.0,2988,54
208798336,Just Cause 2 Multiplayer Mod,10.0,3652,450
66650717,Total War SHOGUN 2,3.0,1780,192
258482885,Teeworlds,1.0,1491,691
125424716,Dungeon Defenders II,2.0,4767,344
137508279,Hitman Absolution,2.0,335,161
196059860,Sid Meier's Civilization V,10.0,2653,120
93341815,Left 4 Dead 2,2.0,2661,6
80239919,Counter-Strike,6.0,2911,71
100311267,Garry's Mod,10.0,1034,68
191101874,Unturned,2.0,3322,74
30699429,DayZ,10.0,1539,36
201265166,Counter-Strike Global Offensive,2.0,3815,54
65958466,Portal,1.0,162,87
93275329,Saints Row IV,1.0,2061,35
164475918,Garry's Mod,6.0,4602,68
82020006,Street Fighter IV,2.0,559,343
32847394,Cities in Motion,1.0,3446,690
170095814,King's Quest,3.0,60,167
158655503,Starbound,2.0,4464,118
222600281,Robocraft,10.0,3580,129
82046939,Team Fortress 2,1.0,681,51
110104967,Left 4 Dead 2,3.0,2563,6
150472108,Counter-Strike Global Offensive,10.0,1131,54
66596291,War Thunder,10.0,4422,144
46055854,Ryse Son of Rome,2.0,1460,830
221694858,Rust,2.0,4116,157
189441775,Counter-Strike Global Offensive,4.0,2750,54
113752996,Arma 3,1.0,2037,142
99171164,Team Fortress 2,1.0,2371,51
77214425,F.E.A.R. 2 Project Origin,1.0,4193,763
298890193,Unturned,1.0,1607,74
86168617,Thief Deadly Shadows,3.0,1663,875
96400571,Counter-Strike Global Offensive,4.0,2441,54
95037089,The Elder Scrolls V Skyrim,10.0,3590,0
92788681,Call of Duty Modern Warfare 3 - Multiplayer,10.0,625,134
118852041,PAYDAY 2,1.0,2792,109
622362,Team Fortress 2,3.0,4696,51
101878879,The Witcher 2 Assassins of Kings Enhanced Edition,7.0,3722,193
114899424,Call of Duty Black Ops - Multiplayer,10.0,3644,48
50229934,PlanetSide 2,5.0,4170,151
33071192,Half-Life 2 Episode Two,6.0,916,280
128470551,The Binding of Isaac Rebirth,10.0,4771,263
10253354,Call of Duty Modern Warfare 2 - Multiplayer,5.0,3585,46
122094388,Counter-Strike Global Offensive,10.0,4014,54
178964139,Company of Heroes 2,8.0,4144,137
92393218,Europa Universalis IV,1.0,452,219
107124497,Sid Meier's Civilization V,10.0,4660,120
66650717,PlanetSide 2,8.0,1780,151
159677499,Men of War Assault Squad 2,2.0,840,652
95325409,Saints Row The Third,2.0,1020,10
183998097,Warface,5.0,1540,267
70780053,Europa Universalis IV,3.0,1454,219
187463594,NBA 2K16,2.0,3467,825
231493001,Grand Theft Auto V,10.0,3420,4
177519904,Dota 2,10.0,563,52
208061820,Call of Juarez The Cartel,10.0,998,699
11970504,Dota 2,2.0,3500,52
155071993,Football Manager 2014,10.0,3032,252
47644729,Race The WTCC Game,10.0,1184,761
84883272,RollerCoaster Tycoon 3 Platinum!,4.0,1492,477
216025815,Borderlands 2,5.0,406,127
275518260,Red Crucible Firestorm,9.0,4141,639
35039277,Team Fortress 2,1.0,2046,51
117601858,Saints Row IV,2.0,3996,35
100096071,Just Cause 2,4.0,4147,19
92393218,The Witcher Enhanced Edition,3.0,452,197
166604341,Cities Skylines,10.0,3371,155
50553129,Football Manager 2009,2.0,1546,784
217554887,Counter-Strike Global Offensive,10.0,3789,54
77214425,Counter-Strike Source,2.0,4193,49
15841597,Half-Life 2,1.0,2526,37
105384518,EverQuest II,2.0,1007,708
975449,Assassin's Creed III,1.0,1713,172
21144204,Team Fortress Classic,10.0,4349,1011
40080833,Football Manager 2010,3.0,3077,329
202376797,Majesty 2 Collection,10.0,3183,891
74772820,Avernum Escape From the Pit,5.0,4256,1135
124234882,DayZ,4.0,1164,36
131227694,Counter-Strike Global Offensive,10.0,88,54
129114153,GunZ 2 The Second Duel,1.0,3541,495
35192299,Day of Defeat,10.0,2375,556
51822361,Counter-Strike Source,2.0,3985,49
69009454,Dead Island,1.0,595,130
62078957,Counter-Strike,4.0,2589,71
130547869,The Elder Scrolls V Skyrim,10.0,2498,0
86499586,Garry's Mod,4.0,4483,68
77830706,Primal Carnage Extinction,1.0,568,162
142001340,Grand Theft Auto V,2.0,201,4
49050405,Dota 2,2.0,4396,52
170068207,Teleglitch Die More Edition,5.0,3222,1161
119239620,Medieval II Total War,3.0,4027,194
71680081,Call of Duty Modern Warfare 2,10.0,2368,47
10253354,Crysis 2,1.0,3585,1222
133422169,Just Cause 2 Multiplayer Mod,3.0,2450,450
192044880,Dizzel,2.0,3288,1082
88883891,Grand Theft Auto V,3.0,1660,4
101248210,Dota 2,10.0,862,52
43160799,DARK SOULS II Scholar of the First Sin,10.0,4045,410
9845449,Call of Duty Black Ops - OSX,2.0,4387,1331
172518437,Borderlands 2,1.0,3771,127
101690993,Dragon Age Origins - Ultimate Edition,10.0,558,201
60608576,DARK SOULS II,2.0,4000,222
200912155,Unturned,10.0,3559,74
112962796,Warframe,10.0,4389,250
40212239,Dying Light,1.0,3321,18
